site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2017-11-08 08:00:00,78,0,87.81,659.45,24.17,NE,0.69
TA00216,Makerere Synoptic,2017-11-08 09:00:00,63,0,87.75,752.99,26.61,E,0.79
TA00216,Makerere Synoptic,2017-11-08 10:00:00,58,0,87.65,335.62,27.18,SW,0.54
TA00216,Makerere Synoptic,2017-11-08 11:00:00,66,0.02,87.53,172.62,25.41,W,0.78
TA00216,Makerere Synoptic,2017-11-08 12:00:00,69,0,87.45,317.13,24.21,SW,0.56
TA00216,Makerere Synoptic,2017-11-08 13:00:00,66,0,87.44,129.85,24.66,SE,0.6
TA00216,Makerere Synoptic,2017-11-08 14:00:00,76,0,87.5,41.35,23.24,E,0.83
TA00216,Makerere Synoptic,2017-11-08 15:00:00,82,0,87.57,8.22,22.03,E,0.73
TA00216,Makerere Synoptic,2017-11-08 16:00:00,86,0,87.61,0,21.11,NE,0.48
TA00216,Makerere Synoptic,2017-11-08 17:00:00,88,0,87.66,0,20.77,NE,0.52
TA00216,Makerere Synoptic,2017-11-08 18:00:00,87,0,87.74,0,20.96,NE,0.33
TA00216,Makerere Synoptic,2017-11-08 19:00:00,88,0,87.74,0,20.75,NE,0.51
TA00216,Makerere Synoptic,2017-11-08 20:00:00,93,0,87.76,0,19.99,E,0.45
TA00216,Makerere Synoptic,2017-11-08 21:00:00,96,0.02,87.74,0,19.79,SE,0.35
TA00216,Makerere Synoptic,2017-11-08 22:00:00,97,3.03,87.72,0,19.73,S,0.32
TA00216,Makerere Synoptic,2017-11-08 23:00:00,98,0.27,87.64,0,19.41,NE,0.42
TA00216,Makerere Synoptic,2017-11-09 00:00:00,99,0.02,87.62,0,19.08,NE,0.46
TA00216,Makerere Synoptic,2017-11-09 01:00:00,100,0,87.68,0,18.8,NE,0.31
TA00216,Makerere Synoptic,2017-11-09 02:00:00,99,0.02,87.7,0,18.61,NE,0.23
TA00216,Makerere Synoptic,2017-11-09 03:00:00,100,0,87.73,3.93,18.64,NE,0.27
TA00216,Makerere Synoptic,2017-11-09 04:00:00,100,0,87.78,64.08,19.12,E,0.26
TA00216,Makerere Synoptic,2017-11-09 05:00:00,99,0,87.86,103.13,20.06,E,0.43
TA00216,Makerere Synoptic,2017-11-09 06:00:00,95,0,87.86,372.12,21.54,E,0.75
TA00216,Makerere Synoptic,2017-11-09 07:00:00,84,0,87.85,371.92,23.27,SE,0.61
TA00216,Makerere Synoptic,2017-11-09 08:00:00,76,0,87.81,440.23,24.67,N,0.69
TA00216,Makerere Synoptic,2017-11-09 09:00:00,63,0,87.72,715.3,27.06,SW,0.81
TA00216,Makerere Synoptic,2017-11-09 10:00:00,62,0,87.61,487.35,26.98,S,0.81
TA00216,Makerere Synoptic,2017-11-09 11:00:00,68,0.14,87.5,436.07,26.37,S,0.93
TA00216,Makerere Synoptic,2017-11-09 12:00:00,72,0,87.42,179.57,24.6,SW,0.67
TA00216,Makerere Synoptic,2017-11-09 13:00:00,68,0,87.41,134.27,24.58,SW,0.71
TA00216,Makerere Synoptic,2017-11-09 14:00:00,70,0,87.44,104.82,24.21,S,0.44
TA00216,Makerere Synoptic,2017-11-09 15:00:00,74,0.77,87.51,27.02,23.23,SE,0.37
TA00216,Makerere Synoptic,2017-11-09 16:00:00,90,0.03,87.57,0,20.38,SE,0.38
TA00216,Makerere Synoptic,2017-11-09 17:00:00,93,0.02,87.62,0,19.8,SE,0.33
TA00216,Makerere Synoptic,2017-11-09 18:00:00,95,0,87.61,0,19.5,E,0.2
TA00216,Makerere Synoptic,2017-11-09 19:00:00,95,0.02,87.63,0,19.44,SE,0.83
TA00216,Makerere Synoptic,2017-11-09 20:00:00,94,0,87.63,0,19.47,E,0.66
TA00216,Makerere Synoptic,2017-11-09 21:00:00,92,0,87.61,0,19.56,E,0.79
TA00216,Makerere Synoptic,2017-11-09 22:00:00,91,0,87.58,0,19.33,SE,0.55
TA00216,Makerere Synoptic,2017-11-09 23:00:00,95,0,87.54,0,18.85,E,0.3
TA00216,Makerere Synoptic,2017-11-10 00:00:00,97,0,87.5,0,18.52,E,0.48
TA00216,Makerere Synoptic,2017-11-10 01:00:00,97,0,87.5,0,18.27,SE,0.66
TA00216,Makerere Synoptic,2017-11-10 02:00:00,96,0,87.54,0,18.18,E,0.47
TA00216,Makerere Synoptic,2017-11-10 03:00:00,97,0,87.62,5.65,17.91,E,0.73
TA00216,Makerere Synoptic,2017-11-10 04:00:00,96,0,87.7,69.48,18.63,E,0.98
TA00216,Makerere Synoptic,2017-11-10 05:00:00,88,0,87.73,211.53,20.53,SE,0.88
TA00216,Makerere Synoptic,2017-11-10 06:00:00,72,0,87.73,531.62,24.43,NE,0.7
TA00216,Makerere Synoptic,2017-11-10 07:00:00,64,0,87.71,716.84,26.65,E,0.82
TA00216,Makerere Synoptic,2017-11-10 08:00:00,60,0,87.67,693.31,27.24,E,0.87
TA00216,Makerere Synoptic,2017-11-10 09:00:00,58,0,87.58,616.5,27.94,SE,0.75
TA00216,Makerere Synoptic,2017-11-10 10:00:00,58,0,87.5,327.86,27.42,S,0.6
TA00216,Makerere Synoptic,2017-11-10 11:00:00,82,8.39,87.45,55.6,21.32,S,0.88
TA00216,Makerere Synoptic,2017-11-10 12:00:00,96,1.12,87.38,90.75,18.68,SE,0.51
TA00216,Makerere Synoptic,2017-11-10 13:00:00,94,0,87.32,198.67,20.41,SE,0.65
TA00216,Makerere Synoptic,2017-11-10 14:00:00,84,0,87.38,81.85,21.48,SE,0.84
TA00216,Makerere Synoptic,2017-11-10 15:00:00,88,0,87.39,13.25,20.96,SE,0.44
TA00216,Makerere Synoptic,2017-11-10 16:00:00,86,0.12,87.42,0,20.42,E,0.58
TA00216,Makerere Synoptic,2017-11-10 17:00:00,89,0,87.53,0,20.2,NE,0.53
TA00216,Makerere Synoptic,2017-11-10 18:00:00,89,0,87.63,0,20.28,NW,0.4
TA00216,Makerere Synoptic,2017-11-10 19:00:00,88,0,87.63,0,20.45,N,0.44
TA00216,Makerere Synoptic,2017-11-10 20:00:00,89,0,87.6,0,20.64,NE,0.6
TA00216,Makerere Synoptic,2017-11-10 21:00:00,91,2.42,87.62,0,20.33,S,0.72
TA00216,Makerere Synoptic,2017-11-10 22:00:00,96,0.03,87.64,0,19.4,S,0.56
TA00216,Makerere Synoptic,2017-11-10 23:00:00,95,0,87.58,0,19.08,E,1.01
TA00216,Makerere Synoptic,2017-11-11 00:00:00,93,0,87.54,0,18.93,E,1.19
TA00216,Makerere Synoptic,2017-11-11 01:00:00,95,0,87.53,0,18.38,E,0.67
TA00216,Makerere Synoptic,2017-11-11 02:00:00,95,0,87.56,0,18.6,E,1.14
TA00216,Makerere Synoptic,2017-11-11 03:00:00,97,0,87.62,4.37,18.15,NE,0.23
TA00216,Makerere Synoptic,2017-11-11 04:00:00,99,0,87.7,66.22,18.52,NE,0.33
TA00216,Makerere Synoptic,2017-11-11 05:00:00,93,0,87.73,239.12,20.49,NE,0.48
TA00216,Makerere Synoptic,2017-11-11 06:00:00,79,0,87.77,450.88,23.72,SE,0.56
TA00216,Makerere Synoptic,2017-11-11 07:00:00,66,0,87.76,666.47,26.37,S,0.72
TA00216,Makerere Synoptic,2017-11-11 08:00:00,61,0,87.71,604.17,26.67,W,0.85
TA00216,Makerere Synoptic,2017-11-11 09:00:00,58,0,87.63,630.79,27.77,SW,0.88
TA00216,Makerere Synoptic,2017-11-11 10:00:00,59,0,87.53,599.78,27.74,S,1.05
TA00216,Makerere Synoptic,2017-11-11 11:00:00,58,0,87.44,704.09,28.05,SW,1.18
TA00216,Makerere Synoptic,2017-11-11 12:00:00,59,0,87.36,567.96,27.96,W,1.23
TA00216,Makerere Synoptic,2017-11-11 13:00:00,61,0,87.33,292.77,27.09,SW,1.13
TA00216,Makerere Synoptic,2017-11-11 14:00:00,64,0,87.32,146.6,25.92,SW,0.84
TA00216,Makerere Synoptic,2017-11-11 15:00:00,67,0,87.37,15.25,24.37,W,0.6
TA00216,Makerere Synoptic,2017-11-11 16:00:00,74,0,87.45,0,22.94,NW,0.45
TA00216,Makerere Synoptic,2017-11-11 17:00:00,80,0,87.53,0,22.04,NW,0.3
TA00216,Makerere Synoptic,2017-11-11 18:00:00,84,0,87.6,0,21.48,NW,0.3
TA00216,Makerere Synoptic,2017-11-11 19:00:00,85,0,87.66,0,21.59,NW,0.32
TA00216,Makerere Synoptic,2017-11-11 20:00:00,85,0,87.65,0,21.63,N,0.31
TA00216,Makerere Synoptic,2017-11-11 21:00:00,87,0,87.61,0,21.22,N,0.32
TA00216,Makerere Synoptic,2017-11-11 22:00:00,91,0,87.58,0,20.46,NE,0.41
TA00216,Makerere Synoptic,2017-11-11 23:00:00,92,0,87.55,0,20.43,SE,0.42
TA00216,Makerere Synoptic,2017-11-12 00:00:00,95,0,87.53,0,19.59,N,0.47
TA00216,Makerere Synoptic,2017-11-12 01:00:00,96,0,87.56,0,19.25,E,0.9
TA00216,Makerere Synoptic,2017-11-12 02:00:00,95,0.1,87.64,0,19.54,NW,0.77
TA00216,Makerere Synoptic,2017-11-12 03:00:00,96,0.66,87.71,0.07,19.15,NW,0.51
TA00216,Makerere Synoptic,2017-11-12 04:00:00,98,0.82,87.77,7.9,18.71,N,0.43
TA00216,Makerere Synoptic,2017-11-12 05:00:00,99,0,87.86,65.02,18.44,E,0.67
TA00216,Makerere Synoptic,2017-11-12 06:00:00,96,0,87.9,214.43,19.22,E,0.71
TA00216,Makerere Synoptic,2017-11-12 07:00:00,85,0,87.85,523.37,22.1,E,1.04
TA00216,Makerere Synoptic,2017-11-12 08:00:00,76,0,87.82,459.23,23.72,E,1.01
TA00216,Makerere Synoptic,2017-11-12 09:00:00,72,0,87.74,625.32,24.66,NE,0.83
TA00216,Makerere Synoptic,2017-11-12 10:00:00,66,0,87.65,427.13,25.58,SW,1
TA00216,Makerere Synoptic,2017-11-12 11:00:00,82,2.6,87.55,137.57,22.48,S,0.75
TA00216,Makerere Synoptic,2017-11-12 12:00:00,91,0,87.44,177.5,21.21,W,0.37
TA00216,Makerere Synoptic,2017-11-12 13:00:00,83,0,87.4,136.7,22.15,SW,0.39
TA00216,Makerere Synoptic,2017-11-12 14:00:00,79,0,87.45,95.08,22.83,SW,0.38
TA00216,Makerere Synoptic,2017-11-12 15:00:00,83,0,87.51,19.12,22.38,NW,0.31
TA00216,Makerere Synoptic,2017-11-12 16:00:00,86,0,87.52,0,21.53,NW,0.25
TA00216,Makerere Synoptic,2017-11-12 17:00:00,89,0,87.58,0,21.17,N,0.32
TA00216,Makerere Synoptic,2017-11-12 18:00:00,94,0,87.66,0,20.96,SE,0.2
TA00216,Makerere Synoptic,2017-11-12 19:00:00,96,0,87.7,0,20.72,SE,0.25
TA00216,Makerere Synoptic,2017-11-12 20:00:00,97,0,87.67,0,20.6,S,0.42
TA00216,Makerere Synoptic,2017-11-12 21:00:00,95,0.03,87.58,0,20.45,E,0.61
TA00216,Makerere Synoptic,2017-11-12 22:00:00,95,0.03,87.54,0,20.24,S,0.49
TA00216,Makerere Synoptic,2017-11-12 23:00:00,95,0,87.52,0,20.15,E,0.35
TA00216,Makerere Synoptic,2017-11-13 00:00:00,96,0.02,87.54,0,19.63,E,0.26
TA00216,Makerere Synoptic,2017-11-13 01:00:00,96,0,87.59,0,19.3,SE,0.5
TA00216,Makerere Synoptic,2017-11-13 02:00:00,97,0.03,87.61,0,19.05,E,0.69
TA00216,Makerere Synoptic,2017-11-13 03:00:00,99,0.02,87.66,5.42,18.64,SE,0.43
TA00216,Makerere Synoptic,2017-11-13 04:00:00,99,0.02,87.71,31.77,18.81,E,0.57
TA00216,Makerere Synoptic,2017-11-13 05:00:00,95,0,87.78,190.08,20.57,SE,0.75
TA00216,Makerere Synoptic,2017-11-13 06:00:00,80,0.02,87.8,454.52,24.44,E,0.6
TA00216,Makerere Synoptic,2017-11-13 07:00:00,70,0,87.79,734.26,26.06,NE,0.87
TA00216,Makerere Synoptic,2017-11-13 08:00:00,63,0,87.75,835.93,27.43,NE,0.88
TA00216,Makerere Synoptic,2017-11-13 09:00:00,59,0,87.67,622.33,27.37,E,0.78
TA00216,Makerere Synoptic,2017-11-13 10:00:00,55,0,87.55,721.17,28.33,SE,0.85
TA00216,Makerere Synoptic,2017-11-13 11:00:00,56,0,87.47,343.68,28.18,SE,0.69
TA00216,Makerere Synoptic,2017-11-13 12:00:00,75,2.79,87.42,88.98,23.45,NE,0.72
TA00216,Makerere Synoptic,2017-11-13 13:00:00,93,0.12,87.38,133.65,20.47,SE,0.45
TA00216,Makerere Synoptic,2017-11-13 14:00:00,95,3.98,87.39,57.1,19.84,S,0.68
TA00216,Makerere Synoptic,2017-11-13 15:00:00,97,0,87.42,7.47,19.12,NE,0.18
TA00216,Makerere Synoptic,2017-11-13 16:00:00,94,0,87.46,0,19.29,E,0.26
TA00216,Makerere Synoptic,2017-11-13 17:00:00,89,0,87.51,0,19.73,SE,0.21
TA00216,Makerere Synoptic,2017-11-13 18:00:00,91,0,87.57,0,20,NW,0.28
TA00216,Makerere Synoptic,2017-11-13 19:00:00,92,0,87.59,0,20.38,N,0.48
TA00216,Makerere Synoptic,2017-11-13 20:00:00,93,0,87.57,0,20.2,NE,0.34
TA00216,Makerere Synoptic,2017-11-13 21:00:00,91,0,87.58,0,19.94,N,0.27
TA00216,Makerere Synoptic,2017-11-13 22:00:00,89,0,87.55,0,20.11,N,0.33
TA00216,Makerere Synoptic,2017-11-13 23:00:00,91,0,87.49,0,20.29,N,0.67
TA00216,Makerere Synoptic,2017-11-14 00:00:00,90,0,87.47,0,20.2,N,0.78
TA00216,Makerere Synoptic,2017-11-14 01:00:00,90,0,87.51,0,19.89,NE,0.71
TA00216,Makerere Synoptic,2017-11-14 02:00:00,91,0,87.58,0,19.74,NE,1.26
TA00216,Makerere Synoptic,2017-11-14 03:00:00,93,0,87.65,5.45,19.37,NE,1
TA00216,Makerere Synoptic,2017-11-14 04:00:00,93,0,87.7,31.75,19.66,E,0.95
TA00216,Makerere Synoptic,2017-11-14 05:00:00,88,0,87.72,195.75,21.28,E,1.38
TA00216,Makerere Synoptic,2017-11-14 06:00:00,76,0,87.73,546.13,24.37,SE,0.93
TA00216,Makerere Synoptic,2017-11-14 07:00:00,66,0,87.73,732.72,26.14,S,0.83
TA00216,Makerere Synoptic,2017-11-14 08:00:00,59,0,87.7,508.5,27,E,0.81
TA00216,Makerere Synoptic,2017-11-14 09:00:00,61,0.92,87.63,287.1,26.43,W,0.53
TA00216,Makerere Synoptic,2017-11-14 10:00:00,88,29.53,87.58,69.47,20.28,E,1.62
TA00216,Makerere Synoptic,2017-11-14 11:00:00,96,1.45,87.5,64.87,18.48,N,-9998
TA00216,Makerere Synoptic,2017-11-14 12:00:00,99,0,87.39,173.88,20.55,N,-9998
TA00216,Makerere Synoptic,2017-11-14 13:00:00,100,0,87.39,349.38,21.93,N,-9998
TA00216,Makerere Synoptic,2017-11-14 14:00:00,97,0.36,87.45,68.58,18.45,N,-9998
TA00216,Makerere Synoptic,2017-11-14 15:00:00,99,0,87.46,15.9,18.34,N,-9998
TA00216,Makerere Synoptic,2017-11-14 16:00:00,93,0,87.48,0,19.62,N,-9998
TA00216,Makerere Synoptic,2017-11-14 17:00:00,90,0,87.53,0,20.49,N,-9998
TA00216,Makerere Synoptic,2017-11-14 18:00:00,88,0,87.6,0,20.84,N,-9998
TA00216,Makerere Synoptic,2017-11-14 19:00:00,89,0,87.6,0,20.73,N,-9998
TA00216,Makerere Synoptic,2017-11-14 20:00:00,90,0,87.62,0,20.42,N,-9998
TA00216,Makerere Synoptic,2017-11-14 21:00:00,94,0,87.6,0,19.84,N,-9998
TA00216,Makerere Synoptic,2017-11-14 22:00:00,95,0,87.52,0,19.82,N,-9998
TA00216,Makerere Synoptic,2017-11-14 23:00:00,96,0,87.45,0,19.18,N,-9998
TA00216,Makerere Synoptic,2017-11-15 00:00:00,98,0,87.43,0,19.07,N,-9998
TA00216,Makerere Synoptic,2017-11-15 01:00:00,98,0,87.49,0,18.87,N,-9998
TA00216,Makerere Synoptic,2017-11-15 02:00:00,98,0,87.55,0,18.71,N,-9998
TA00216,Makerere Synoptic,2017-11-15 03:00:00,98,0.02,87.59,3.32,18.14,N,-9998
TA00216,Makerere Synoptic,2017-11-15 04:00:00,98,0,87.65,32.8,19.05,N,-9998
TA00216,Makerere Synoptic,2017-11-15 05:00:00,92,0.03,87.71,182.73,21.63,N,-9998
TA00216,Makerere Synoptic,2017-11-15 06:00:00,71,0,87.74,530.85,25.94,SE,3.18
TA00216,Makerere Synoptic,2017-11-15 07:00:00,63,0,87.71,706.94,26.9,S,1.15
TA00216,Makerere Synoptic,2017-11-15 08:00:00,61,0,87.66,703.52,27.81,SW,1.1
TA00216,Makerere Synoptic,2017-11-15 09:00:00,62,0,87.59,486.07,27.06,SW,0.93
TA00216,Makerere Synoptic,2017-11-15 10:00:00,61,0,87.49,710.9,27.47,S,1.13
TA00216,Makerere Synoptic,2017-11-15 11:00:00,55,0,87.4,757.13,28.54,SW,1.04
TA00216,Makerere Synoptic,2017-11-15 12:00:00,55,0,87.35,482.75,28.52,SW,1.09
TA00216,Makerere Synoptic,2017-11-15 13:00:00,53,0,87.33,324.16,27.85,SW,1.05
TA00216,Makerere Synoptic,2017-11-15 14:00:00,55,0,87.35,129.38,27.17,SW,0.84
TA00216,Makerere Synoptic,2017-11-15 15:00:00,61,0,87.35,13.72,25.23,SW,0.56
TA00216,Makerere Synoptic,2017-11-15 16:00:00,69,0,87.39,0,23.27,W,0.42
TA00216,Makerere Synoptic,2017-11-15 17:00:00,75,0,87.44,0,22.36,W,0.41
TA00216,Makerere Synoptic,2017-11-15 18:00:00,78,0,87.5,0,21.66,W,0.42
TA00216,Makerere Synoptic,2017-11-15 19:00:00,83,0,87.55,0,21.06,W,0.43
TA00216,Makerere Synoptic,2017-11-15 20:00:00,86,0,87.54,0,20.51,SW,0.4
TA00216,Makerere Synoptic,2017-11-15 21:00:00,87,0,87.5,0,20.21,SW,0.4
TA00216,Makerere Synoptic,2017-11-15 22:00:00,88,0,87.46,0,19.93,N,0.44
TA00216,Makerere Synoptic,2017-11-15 23:00:00,84,0,87.41,0,20.44,NE,0.45
TA00216,Makerere Synoptic,2017-11-16 00:00:00,82,0,87.37,0,19.85,E,0.25
TA00216,Makerere Synoptic,2017-11-16 01:00:00,83,0,87.37,0,19.77,NE,0.52
TA00216,Makerere Synoptic,2017-11-16 02:00:00,84,0,87.41,0,19.05,SE,0.62
TA00216,Makerere Synoptic,2017-11-16 03:00:00,85,0,87.48,4.17,18.26,SE,0.31
TA00216,Makerere Synoptic,2017-11-16 04:00:00,85,0,87.56,47.87,18.66,S,0.38
TA00216,Makerere Synoptic,2017-11-16 05:00:00,78,0,87.61,208.65,20.89,E,0.66
TA00216,Makerere Synoptic,2017-11-16 06:00:00,65,0,87.66,526.37,25.13,SE,0.88
TA00216,Makerere Synoptic,2017-11-16 07:00:00,62,0,87.66,635.38,26.79,S,0.9
TA00216,Makerere Synoptic,2017-11-16 08:00:00,59,0,87.61,727.05,27.95,S,1.03
TA00216,Makerere Synoptic,2017-11-16 09:00:00,55,0,87.56,525.64,27.94,S,1
TA00216,Makerere Synoptic,2017-11-16 10:00:00,86,9.26,87.51,210.98,21.84,S,1.04
TA00216,Makerere Synoptic,2017-11-16 11:00:00,98,0,87.42,372.28,22.34,SE,1.01
TA00216,Makerere Synoptic,2017-11-16 12:00:00,87,0,87.38,337.12,23.93,S,1.12
TA00216,Makerere Synoptic,2017-11-16 13:00:00,77,0,87.36,179.82,25.15,S,0.77
TA00216,Makerere Synoptic,2017-11-16 14:00:00,73,0,87.36,80.47,24.49,W,0.47
TA00216,Makerere Synoptic,2017-11-16 15:00:00,73,0,87.36,17.98,23.62,W,0.38
TA00216,Makerere Synoptic,2017-11-16 16:00:00,80,0,87.42,0,22.38,W,0.29
TA00216,Makerere Synoptic,2017-11-16 17:00:00,86,0,87.46,0,21.63,SW,0.35
TA00216,Makerere Synoptic,2017-11-16 18:00:00,89,0,87.52,0,21.17,W,0.36
TA00216,Makerere Synoptic,2017-11-16 19:00:00,91,0,87.53,0,21,NW,0.42
TA00216,Makerere Synoptic,2017-11-16 20:00:00,93,0,87.5,0,20.64,NW,0.45
TA00216,Makerere Synoptic,2017-11-16 21:00:00,93,0,87.47,0,20.55,NW,0.4
TA00216,Makerere Synoptic,2017-11-16 22:00:00,89,0,87.41,0,20.59,W,0.45
TA00216,Makerere Synoptic,2017-11-16 23:00:00,94,0,87.4,0,19.8,E,0.42
TA00216,Makerere Synoptic,2017-11-17 00:00:00,97,0,87.44,0,19.34,E,0.39
TA00216,Makerere Synoptic,2017-11-17 01:00:00,98,0.02,87.46,0,19.09,S,0.3
TA00216,Makerere Synoptic,2017-11-17 02:00:00,98,0.03,87.51,0,19.05,NE,0.77
TA00216,Makerere Synoptic,2017-11-17 03:00:00,96,0.02,87.56,3.18,19.08,SE,0.69
TA00216,Makerere Synoptic,2017-11-17 04:00:00,89,0.02,87.61,56.13,19.57,E,0.84
TA00216,Makerere Synoptic,2017-11-17 05:00:00,83,0,87.68,98.82,20.3,E,0.7
TA00216,Makerere Synoptic,2017-11-17 06:00:00,76,0,87.7,389.67,22.17,E,0.81
TA00216,Makerere Synoptic,2017-11-17 07:00:00,67,0,87.69,636.08,24.51,E,0.71
TA00216,Makerere Synoptic,2017-11-17 08:00:00,65,0,87.68,680.12,25.95,E,0.71
TA00216,Makerere Synoptic,2017-11-17 09:00:00,58,0,87.58,737.18,27.35,SE,0.86
TA00216,Makerere Synoptic,2017-11-17 10:00:00,57,0,87.48,558.96,28.04,SW,0.77
TA00216,Makerere Synoptic,2017-11-17 11:00:00,58,0,87.42,112.53,26.03,SE,0.8
TA00216,Makerere Synoptic,2017-11-17 12:00:00,84,1.55,87.42,174.83,20.18,N,1.13
TA00216,Makerere Synoptic,2017-11-17 13:00:00,72,0,87.36,467.82,23.92,S,0.72
TA00216,Makerere Synoptic,2017-11-17 14:00:00,60,0,87.38,161.13,25.86,SE,0.36
TA00216,Makerere Synoptic,2017-11-17 15:00:00,67,0,87.39,19.62,24.11,NE,0.35
TA00216,Makerere Synoptic,2017-11-17 16:00:00,71,0,87.43,0,21.97,N,0.34
TA00216,Makerere Synoptic,2017-11-17 17:00:00,77,0,87.47,0,21.37,N,0.57
TA00216,Makerere Synoptic,2017-11-17 18:00:00,80,0,87.53,0,20.87,NW,0.39
TA00216,Makerere Synoptic,2017-11-17 19:00:00,73,0,87.53,0,20.76,N,0.32
TA00216,Makerere Synoptic,2017-11-17 20:00:00,73,0,87.56,0,21.15,N,0.77
TA00216,Makerere Synoptic,2017-11-17 21:00:00,78,0,87.55,0,20.54,NW,0.57
TA00216,Makerere Synoptic,2017-11-17 22:00:00,88,0,87.54,0,19.32,SW,0.27
TA00216,Makerere Synoptic,2017-11-17 23:00:00,91,0,87.48,0,19.2,NW,0.5
TA00216,Makerere Synoptic,2017-11-18 00:00:00,90,0,87.46,0,19,SW,0.2
TA00216,Makerere Synoptic,2017-11-18 01:00:00,88,0,87.49,0,19.21,NW,0.47
TA00216,Makerere Synoptic,2017-11-18 02:00:00,88,0,87.57,0,19.54,NE,0.46
TA00216,Makerere Synoptic,2017-11-18 03:00:00,89,0,87.63,4.22,18.71,NW,0.26
TA00216,Makerere Synoptic,2017-11-18 04:00:00,94,0,87.68,61.6,18.52,SE,0.29
TA00216,Makerere Synoptic,2017-11-18 05:00:00,79,0,87.75,178.83,21.37,SE,0.52
TA00216,Makerere Synoptic,2017-11-18 06:00:00,65,0,87.8,400.42,23.74,SE,0.58
TA00216,Makerere Synoptic,2017-11-18 07:00:00,53,0,87.79,728.56,27.24,SE,0.77
TA00216,Makerere Synoptic,2017-11-18 08:00:00,53,0,87.75,606.82,27.5,S,0.84
TA00216,Makerere Synoptic,2017-11-18 09:00:00,55,0,87.66,750.23,27.77,SW,1.02
TA00216,Makerere Synoptic,2017-11-18 10:00:00,57,0,87.57,831.58,28.22,SW,1.28
TA00216,Makerere Synoptic,2017-11-18 11:00:00,61,0,87.51,402.18,27,SW,1.05
TA00216,Makerere Synoptic,2017-11-18 12:00:00,58,0,87.43,594.6,27.64,SW,1.13
TA00216,Makerere Synoptic,2017-11-18 13:00:00,55,0,87.42,239.17,26.8,SW,1.06
TA00216,Makerere Synoptic,2017-11-18 14:00:00,60,0,87.41,112.78,25.49,SW,0.73
TA00216,Makerere Synoptic,2017-11-18 15:00:00,63,0,87.41,16.38,23.94,W,0.51
TA00216,Makerere Synoptic,2017-11-18 16:00:00,70,0,87.43,0,22.33,NW,0.38
TA00216,Makerere Synoptic,2017-11-18 17:00:00,79,0,87.44,0,21.13,NW,0.41
TA00216,Makerere Synoptic,2017-11-18 18:00:00,83,0,87.51,0,20.42,NW,0.32
TA00216,Makerere Synoptic,2017-11-18 19:00:00,84,0,87.56,0,20.45,N,0.5
TA00216,Makerere Synoptic,2017-11-18 20:00:00,87,0,87.57,0,19.82,NW,0.26
TA00216,Makerere Synoptic,2017-11-18 21:00:00,90,0,87.56,0,19.12,W,0.21
TA00216,Makerere Synoptic,2017-11-18 22:00:00,93,0,87.54,0,18.92,S,0.2
TA00216,Makerere Synoptic,2017-11-18 23:00:00,95,0,87.52,0,18.92,S,0.22
TA00216,Makerere Synoptic,2017-11-19 00:00:00,94,0,87.5,0,18.89,E,0.32
TA00216,Makerere Synoptic,2017-11-19 01:00:00,95,0,87.52,0,18.55,E,0.33
TA00216,Makerere Synoptic,2017-11-19 02:00:00,96,0,87.55,0,18.32,NE,0.39
TA00216,Makerere Synoptic,2017-11-19 03:00:00,97,0.02,87.59,6.4,18.46,NE,0.45
TA00216,Makerere Synoptic,2017-11-19 04:00:00,95,0.02,87.64,49.93,19.17,S,0.37
TA00216,Makerere Synoptic,2017-11-19 05:00:00,84,0,87.69,198.45,21.49,E,0.59
TA00216,Makerere Synoptic,2017-11-19 06:00:00,61,0,87.74,508.6,25.21,SE,0.63
TA00216,Makerere Synoptic,2017-11-19 07:00:00,52,0,87.76,684.74,26.89,SE,1.08
TA00216,Makerere Synoptic,2017-11-19 08:00:00,50,0,87.7,806.13,27.97,S,1.18
TA00216,Makerere Synoptic,2017-11-19 09:00:00,50,0,87.63,717.04,28.68,S,1.25
TA00216,Makerere Synoptic,2017-11-19 10:00:00,54,0,87.54,545.12,27.98,S,1.28
TA00216,Makerere Synoptic,2017-11-19 11:00:00,57,0,87.46,648.33,28.37,SW,1.2
TA00216,Makerere Synoptic,2017-11-19 12:00:00,53,0,87.41,585.23,28.82,SW,1.28
TA00216,Makerere Synoptic,2017-11-19 13:00:00,54,0,87.37,381.35,28.26,SW,1.02
TA00216,Makerere Synoptic,2017-11-19 14:00:00,55,0,87.38,126.86,27.39,SW,0.79
TA00216,Makerere Synoptic,2017-11-19 15:00:00,64,0,87.42,21.53,25.39,W,0.58
TA00216,Makerere Synoptic,2017-11-19 16:00:00,73,0,87.5,0,23.54,NW,0.43
TA00216,Makerere Synoptic,2017-11-19 17:00:00,78,0,87.54,0,22.48,NW,0.47
TA00216,Makerere Synoptic,2017-11-19 18:00:00,82,0,87.61,0,21.8,NW,0.45
TA00216,Makerere Synoptic,2017-11-19 19:00:00,82,0,87.66,0,21.6,NW,0.46
TA00216,Makerere Synoptic,2017-11-19 20:00:00,82,0,87.69,0,21.72,S,0.87
TA00216,Makerere Synoptic,2017-11-19 21:00:00,81,0,87.66,0,21.02,S,0.45
TA00216,Makerere Synoptic,2017-11-19 22:00:00,82,0,87.62,0,20.9,NE,0.23
